qid,prompt,original_pred,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
0,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: Reading Football Club (/ˈrɛdɪŋ/ ( listen) RED-ing) is a professional association football club based in Reading, Berkshire, England. The team play in the Championship, the second tier of English football.
Question: who is the owner of reading football club
Answer: ",Answer: The owner of Reading Football Club is not specified in the provided context., owner of reading football club is not specified in provided context,Dai Yongge,0,0.0,0.4033290000006673,0.0001129651065858,3.3168881263840024e-05,0.0,7e-06,0.0
1,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: As per the Fourth Schedule (Articles 4(1) and 80(2)) of the Constitution of India, 12 members are nominated by President for term of six years for their contributions to art, literature, science, and social services.
Question: who was the first lady nominated member of the rajya sabha
Answer: ",The first lady nominated member of the Rajya Sabha was **Sarojini Dutt**., first lady nominated member of rajya sabha was sarojini dutt,Mary Kom,0,0.0,0.3452703000002657,9.642831487520845e-05,2.8313338722326363e-05,0.0,7e-06,0.0
2,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: Law & Order: Special Victims Unit (often abbreviated to Law & Order: SVU or just SVU) is an American police procedural, legal, crime drama television series set in New York City, where it is also primarily produced. In the style of the original Law & Order, episodes are often ""ripped from the headlines"" or loosely based on real crimes that have received media attention. Created by Dick Wolf, the series premiered on NBC on September 20, 1999, as the second series in Wolf's successful Law & Order franchise. Law & Order: Special Victims Unit has been nominated for and won numerous awards, including the 2006 Emmy for Outstanding Lead Actress in a Drama Series for Mariska Hargitay, the first, and to date only, Emmy to be received by a regular on any Law & Order series. It is the current longest running scripted non-animated U.S. primetime TV series since the cancellation of the original Law & Order on May 24, 2010 and is the fourth-longest running scripted U.S. primetime TV series on a major broadcast network.
Question: cast of law & order special victim unit
Answer: ",Answer: The cast of Law & Order: Special Victims Unit includes characters such as Mariska Hargitay but the answer is not provided., cast of law order special victims unit includes characters such as mariska hargitay but answer is not provided,Christopher Meloni,0,0.0,0.3573930999991717,9.952132361039367e-05,2.92215097725386e-05,0.0,7e-06,0.0
3,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: New Earswick is a model village and civil parish in the unitary authority of City of York in North Yorkshire, England, near the River Foss, north of York and south of Haxby. According to the 2001 census the parish had a population of 2,812, reducing to 2,737 at the 2011 Census.[1] Before 1996 it had been part of the Ryedale district.
Question: who designed the garden city of new earswick
Answer: ",The garden city of New Earswick was designed by the architect of the city., garden city of new earswick was designed by architect of city,planner Raymond Unwin and the architect Barry Parker,0,0.1111111111111111,0.3013767000011285,8.404582455989775e-05,2.4677584608225867e-05,0.0,7e-06,0.0
4,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: The evolution of the eye is attractive to study, because the eye distinctively exemplifies an analogous organ found in many animal forms. Complex, image-forming eyes have evolved independently several times.[1] The evolutionary geneticist Walter Gering holds a different opinion. According his theory, the genes engaged with photoreceptor cells (so called Pax 6 genes) appeared probably at once in the life history, at a very early stage of the evolution. [2] Probably, the complex, image forming kinds of eyes are at least five: Chidaria - lens eye, complex eye; Molluscs - lens eye, everse retina; Annelids- lens eye, everse retina; Arthropods - facet eye; Vertebrate- lens eye, inverse retina [3]
Question: what is the first step in the evolution of the eye
Answer: ",The first step in the evolution of the eye is the development of complex image-forming eyes., first step in evolution of eye is development of complex imageforming eyes,"photoreceptor proteins that sense light, found even in unicellular organisms, called ""eyespots""",0,0.0833333333333333,0.3248109000051045,9.06228913597879e-05,2.6608746843567733e-05,0.0,7e-06,0.0
5,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: 
Question: who is the president of usa right now
Answer: ",The president of the United States right now is Donald J. Trump., president of united states right now is donald j trump,Donald Trump,0,0.3333333333333333,0.2934565999967162,8.19226856736141e-05,2.405418731543188e-05,0.0,7e-06,0.0
6,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: ""Flight"" is the twenty-fourth and final episode of the eighth season of the American television medical drama Grey's Anatomy, and the show's 172nd episode overall. It was written by series creator Shonda Rhimes, and directed by Rob Corn. The episode was originally broadcast on the American Broadcasting Company (ABC) in the United States on May 17, 2012. In the episode, six doctors from Seattle Grace Mercy West Hospital who are victims of an aviation accident fight to stay alive, but Dr. Lexie Grey (Chyler Leigh) ultimately dies. Other storylines occur in Seattle where Dr. Richard Webber (James Pickens, Jr.) plans his annual dinner for the departing residents, Dr. Owen Hunt (Kevin McKidd) fires Dr. Teddy Altman (Kim Raver), and Dr. Miranda Bailey (Chandra Wilson) gets engaged.
Question: who died in the plane crash greys anatomy
Answer: ",Chyler Leigh,chyler leigh,Dr. Lexie Grey (Chyler Leigh),0,0.5714285714285715,0.241889999997511,6.61701452494849e-05,1.942891709949267e-05,0.0,7e-06,0.0
7,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: Kylo Ren is a fictional character in the Star Wars franchise. Introduced in the 2015 film Star Wars: The Force Awakens, he is portrayed by Adam Driver. Kylo Ren is the chosen name of Ben Solo,[1][2][3] the son of original Star Wars trilogy characters Han Solo and Leia Organa. Though trained by his uncle Luke Skywalker as a Jedi, he has been seduced to the dark side of the Force by Supreme Leader Snoke and aspires to be as powerful as his grandfather, Darth Vader. Kylo Ren is also the master of the Knights of Ren, as well as a commander and later the supreme leader of the First Order, an organization spawned from the fallen Galactic Empire. He is featured in The Force Awakens media and merchandising and appears in the film's sequel, Star Wars: The Last Jedi (2017).
Question: where does kylo ren's name come from
Answer: ",The name Kylo Ren comes from the Star Wars saga specifically the original Star Wars trilogy., name kylo ren comes from star wars saga specifically original star wars trilogy,"the character, ""came to the name Kylo Ren when he joined a group called the Knights of Ren.""",0,0.2222222222222222,0.2550546000056783,7.047091245639991e-05,2.069171090495162e-05,0.0,7e-06,0.0
8,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: Jeep is a brand of American automobiles that is a division of FCA US LLC (formerly Chrysler Group, LLC), a wholly owned subsidiary of Fiat Chrysler Automobiles.[2][3] Jeep has been a part of Chrysler since 1987, when Chrysler acquired the Jeep brand, along with remaining assets, from its previous owner: American Motors Corporation (AMC).
Question: what type of car is a jeep considered
Answer: ",The Jeep is a type of automobile., jeep is type of automobile,sport utility vehicles,0,0.0,0.2829756999999517,7.827910567360108e-05,2.2984357205512723e-05,0.0,7e-06,0.0
9,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: Manchester United Football Club is a professional football club based in Old Trafford, Greater Manchester, England, that competes in the Premier League, the top flight of English football. Nicknamed ""the Red Devils"", the club was founded as Newton Heath LYR Football Club in 1878, changed its name to Manchester United in 1902 and moved to its current stadium, Old Trafford, in 1910.
Question: what is the name of manchester united stadium
Answer: ",Manchester United Stadium.,manchester united stadium,Old Trafford,0,0.0,0.2181037999980617,6.114846229483289e-05,1.795444758672356e-05,0.0,7e-06,0.0
